"listpathway","Match"
"NF-kappa B signaling pathway","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)"
"Nicotinate and nicotinamide metabolism","Pyruvic acid; Pyruvic acid; Succinic acid; Succinic acid; L-Aspartic acid; L-Aspartic acid; Fumaric acid; Fumaric acid; Propionic acid; Propionic acid; Gamma-Aminobutyric acid; Gamma-Aminobutyric acid; Maleic acid homopolymer; Maleic acid homopolymer; Maleic acid; Maleic acid; Monomethyl glutaric acid; Monomethyl glutaric acid; 3-Succinoylpyridine; 3-Succinoylpyridine"
"Nicotine addiction","L-Glutamic acid; L-Glutamic acid; Gamma-Aminobutyric acid; Gamma-Aminobutyric acid; L(-)-Nicotine pestanal; Nicotine"
"Nicotinic cholinergic receptor antagonists","Metocurine; Metocurine"
"Nitrogen metabolism","L-Glutamic acid; L-Glutamic acid; L-Glutamine; L-Glutamine"
"Nitrotoluene degradation","p-Cresol; p-Cresol"
"NOD-like receptor signaling pathway","Adenosine triphosphate; Adenosine triphosphate"
"Non-small cell lung cancer","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); 9,13-cis-Retinoate; 9,13-cis-Retinoate; All-trans-retinoic acid; All-trans-retinoic acid; 9-cis-Retinoic acid; 9-cis-Retinoic acid"
"Novobiocin biosynthesis","L-Tyrosine; L-Tyrosine; L-Proline; L-Proline; 4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid"
"Nucleotide metabolism","Adenosine triphosphate; Adenosine triphosphate; ADP; ADP; Uridine 5'-diphosphate; Uridine 5'-diphosphate; Adenosine monophosphate; Adenosine monophosphate; L-Glutamine; L-Glutamine; IDP; IDP; Uracil; Uracil; Inosinic acid; Inosinic acid; Deoxyadenosine triphosphate; Deoxyadenosine triphosphate; dGTP; dGTP; Inosine; Inosine; Uridine; Uridine; dGDP; dGDP; dGMP; dGMP; Xanthine; Xanthine; Xanthosine; Xanthosine; Deoxyinosine; Deoxyinosine"
"O-Antigen nucleotide sugar biosynthesis","N-Acetylmannosamine; N-Acetylmannosamine"
"Olfactory transduction","Adenosine monophosphate; Adenosine monophosphate; Cyclic AMP; Cyclic AMP"
"Oocyte meiosis","Cyclic AMP; Cyclic AMP"
"Ovarian steroidogenesis","Cholesterol; Cholesterol; Arachidonic acid; Arachidonate; Arachidonate; Arachidonic acid; Androstenedione; Androstenedione; Testosterone; Testosterone; Epitestosterone; Epitestosterone; Cyclic AMP; Cyclic AMP; Prostaglandin F2a; Prostaglandin F2a; Dehydroepiandrosterone; Dehydroepiandrosterone; Pregnenolone; Pregnenolone; CE(20:3(8Z,11Z,14Z)); 17a-Hydroxypregnenolone; 17a-Hydroxypregnenolone; 5-HPETE; 5(S)-Hydroperoxyeicosatetraenoic acid; 5-HPETE; 5(S)-Hydroperoxyeicosatetraenoic acid; 15(S)-HPETE; 15(S)-HPETE"
"Oxidative phosphorylation","Adenosine triphosphate; Adenosine triphosphate; ADP; ADP; Succinic acid; Succinic acid; Fumaric acid; Fumaric acid; QH2; QH2; Ubiquinone-1; Ubiquinone-1; Ubiquinone-2"
"Oxytocin signaling pathway","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Arachidonic acid; Arachidonate; Arachidonate; Arachidonic acid; Prostaglandin H2; PGH3; PGH3; Prostaglandin H2; Cyclic AMP; Cyclic AMP; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 17-hydroxy-E4-neuroprostane; 14-hydroxy-E4-neuroprostane; 4-hydroxy-D4-neuroprostane; 20-hydroxy-E4-neuroprostane; Prostaglandin E2; 7-hydroxy-D4-neuroprostane; 4-hydroxy-D4-neuroprostane; Prostaglandin F2a; Prostaglandin F2a"
"Pancreatic cancer","PA(0:0/18:0); LysoPA(0:0/18:0); PA(16:0/18:2(9Z,12Z)); LysoPA(18:1(9Z)/0:0); PA(18:1(11Z)/18:1(9Z)); LysoPA(18:0/0:0); LysoPA(0:0/18:1(9Z)); LysoPA(0:0/18:2(9Z,12Z)); PA(0:0/18:2(9Z,12Z)); PA(18:1(9Z)/18:1(9Z)); LysoPA(18:0/0:0); PA(18:0/18:2(9Z,12Z)); PA(18:1(9Z)/18:1(11Z)); LysoPA(0:0/16:0); PA(18:1(9Z)/18:1(11Z)); LysoPA(18:2(9Z,12Z)/0:0); LysoPA(18:2(9Z,12Z)/0:0); PA(18:1(9Z)/18:1(9Z)); LysoPA(0:0/18:1(9Z)); PA(18:1(11Z)/18:1(11Z)); PA(18:1(11Z)/18:1(9Z)); PA(16:0/18:2(9Z,12Z)); PA(0:0/16:0); PA(18:0/18:2(9Z,12Z)); PA(18:1(11Z)/18:1(11Z))"
"Pancreatic secretion","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Cyclic AMP; Cyclic AMP"
"Pantothenate and CoA biosynthesis","Pyruvic acid; Pyruvic acid; L-Aspartic acid; L-Aspartic acid; Adenosine 3',5'-diphosphate; Adenosine 3',5'-diphosphate; L-Cysteine; L-Cysteine; beta-Alanine; beta-Alanine; Uracil; Uracil; Alpha-ketoisovaleric acid; Alpha-ketoisovaleric acid; L-Valine; L-Valine; Dihydrouracil; Dihydrouracil; Pantothenic acid; Pantothenic acid; Ureidopropionic acid; Ureidopropionic acid; (R)-2,3-Dihydroxy-isovalerate; (R)-2,3-Dihydroxy-isovalerate; Pantothenol; Pantothenol; (S)-2-Acetolactate; (S)-2-Acetolactate"
"Parathyroid hormone synthesis","Adenosine monophosphate; Adenosine monophosphate; DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Cyclic AMP; Cyclic AMP; Calcidiol; Calcidiol; Calcitriol; Calcitriol; 24-Hydroxycalcitriol; 24-Hydroxycalcitriol"
"Parkinson disease","Adenosine triphosphate; Adenosine triphosphate; ADP; ADP; Adenosine monophosphate; Adenosine monophosphate; L-Tyrosine; L-Tyrosine; DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Cyclic AMP; Cyclic AMP; 3,4-Dihydroxyphenylacetaldehyde; 3,4-Dihydroxyphenylacetaldehyde; Rotenone; Rotenone"
