"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"CHEBI:66882","NA","NA","NA","NA","NA","0"
"CHEBI:74338","NA","NA","NA","NA","NA","0"
"CHEBI:77042","NA","NA","NA","NA","NA","0"
"CHEBI:87977","NA","NA","NA","NA","NA","0"
"C00042","NA","NA","NA","NA","NA","0"
"C02170","NA","NA","NA","NA","NA","0"
"C10900","NA","NA","NA","NA","NA","0"
"HMDB0000202","Methylmalonic acid","HMDB0000202","487","C02170","CC(C(O)=O)C(O)=O","1"
"HMDB0000254","Succinic acid","HMDB0000254","1110","C00042","OC(=O)CCC(O)=O","1"
"HMDB0000349","Erythrono-1,4-lactone","HMDB0000349","5325915",NA,"O[C@@H]1COC(=O)[C@@H]1O","1"
"HMDB0000940","Threonolactone","HMDB0000940","2724794",NA,"O[C@H]1COC(=O)[C@@H]1O","1"
"HMDB0002475","NA","NA","NA","NA","NA","0"
"HMDB0031204","4-Hydroxy-2-oxobutanoic acid","HMDB0031204","11963036",NA,"OCCC(=O)C(O)=O","1"
"HMDB0039324","xi-3-Hydroxy-2-oxobutanoic acid","HMDB0039324","188958",NA,"CC(O)C(=O)C(O)=O","1"
"HMDB0130020","NA","NA","NA","NA","NA","0"
"CHEBI:15741","NA","NA","NA","NA","NA","0"
"CHEBI:30860","NA","NA","NA","NA","NA","0"
"CHEBI:46669","NA","NA","NA","NA","NA","0"
"CHEBI:71176","NA","NA","NA","NA","NA","0"
"CHEBI:87625","NA","NA","NA","NA","NA","0"
"C14512","NA","NA","NA","NA","NA","0"
"HMDB0030968","2,4,6-Octatriyn-1-ol","HMDB0030968","11679812",NA,"CC#CC#CC#CCO","1"
"HMDB0032929","Benzofuran","HMDB0032929","9223","C14512","O1C=CC2=C1C=CC=C2","1"
"HMDB0038998","3,5,7-Octatriyn-1-ol","HMDB0038998","85868636",NA,"OCCC#CC#CC#C","1"
"HMDB0040549","xi-2,3-Octadiene-5,7-diyn-1-ol","HMDB0040549","71442208",NA,"OCC=C=CC#CC#C","1"
"CHEBI:35260","NA","NA","NA","NA","NA","0"
"CHEBI:35261","NA","NA","NA","NA","NA","0"
"C02804","NA","NA","NA","NA","NA","0"
"C20827","NA","NA","NA","NA","NA","0"
"HMDB0000351","(2S,3R)-3-Hydroxy-2-methylbutanoic acid","HMDB0000351","12313370",NA,"C[C@@H](O)[C@H](C)C(O)=O","1"
"HMDB0000354","2-Methyl-3-hydroxybutyric acid","HMDB0000354","160471",NA,"CC(O)C(C)C(O)=O","1"
"HMDB0000396","2-Ethylhydracrylic acid","HMDB0000396","188979",NA,"CCC(CO)C(O)=O","1"
"HMDB0000407","2-Hydroxy-3-methylbutyric acid","HMDB0000407","99823",NA,"CC(C)C(O)C(O)=O","1"
"HMDB0000410","3-Hydroxy-2-methyl-[S-(R,R)]-butanoic acid","HMDB0000410","12313369",NA,"C[C@@H](O)[C@@H](C)C(O)=O","1"
"HMDB0000420","NA","NA","NA","NA","NA","0"
"HMDB0000531","3-Hydroxyvaleric acid","HMDB0000531","107802",NA,"CCC(O)CC(O)=O","1"
"HMDB0000605","NA","NA","NA","NA","NA","0"
"HMDB0000642","Erythronilic acid","HMDB0000642","11815846",NA,"C[C@H](O)[C@@H](C)C(O)=O","1"
"HMDB0000754","3-Hydroxyisovaleric acid","HMDB0000754","69362","C20827","CC(C)(O)CC(O)=O","1"
"HMDB0001863","2-Hydroxyvaleric acid","HMDB0001863","98009",NA,"CCCC(O)C(O)=O","1"
"HMDB0001987","2-Hydroxy-2-methylbutyric acid","HMDB0001987","95433",NA,"CCC(C)(O)C(O)=O","1"
"HMDB0002011","4-Hydroxyisovaleric acid","HMDB0002011","131760",NA,"CC(CO)CC(O)=O","1"
"HMDB0002187","NA","NA","NA","NA","NA","0"
"HMDB0002321","NA","NA","NA","NA","NA","0"
"HMDB0040735","Ethyl lactate","HMDB0040735","7344",NA,"CCOC(=O)C(C)O","1"
"HMDB0041603","Methyl 3-hydroxybutyrate","HMDB0041603","15146",NA,"COC(=O)CC(C)O","1"
"HMDB0059844","NA","NA","NA","NA","NA","0"
"HMDB0061927","5-Hydroxypentanoic acid","HMDB0061927","25945","C02804","OCCCCC(O)=O","1"
"HMDB0062584","NA","NA","NA","NA","NA","0"
"HMDB0130836","NA","NA","NA","NA","NA","0"
"CHEBI:37051","NA","NA","NA","NA","NA","0"
"CHEBI:37052","NA","NA","NA","NA","NA","0"
"CHEBI:37084","NA","NA","NA","NA","NA","0"
"CHEBI:37552","NA","NA","NA","NA","NA","0"
"CHEBI:384411","NA","NA","NA","NA","NA","0"
"CHEBI:45564","NA","NA","NA","NA","NA","0"
"CHEBI:46415","NA","NA","NA","NA","NA","0"
"CHEBI:60631","NA","NA","NA","NA","NA","0"
"CHEBI:60645","NA","NA","NA","NA","NA","0"
"CHEBI:60647","NA","NA","NA","NA","NA","0"
"CHEBI:68454","NA","NA","NA","NA","NA","0"
"CHEBI:78321","NA","NA","NA","NA","NA","0"
"CHEBI:78322","NA","NA","NA","NA","NA","0"
"CHEBI:78323","NA","NA","NA","NA","NA","0"
"CHEBI:79019","NA","NA","NA","NA","NA","0"
"CHEBI:82956","NA","NA","NA","NA","NA","0"
"CHEBI:89628","NA","NA","NA","NA","NA","0"
"C03283","NA","NA","NA","NA","NA","0"
"C08291","NA","NA","NA","NA","NA","0"
"HMDB0002362","2,4-Diaminobutyric acid","HMDB0002362","470",NA,"NCCC(N)C(O)=O","1"
"HMDB0006284","L-2,4-diaminobutyric acid","HMDB0006284","134490","C03283","NCC[C@H](N)C(O)=O","1"
"CHEBI:48950","NA","NA","NA","NA","NA","0"
"CHEBI:64307","NA","NA","NA","NA","NA","0"
"CHEBI:73169","NA","NA","NA","NA","NA","0"
"HMDB0029579","Diisopropyl sulfide","HMDB0029579","12264",NA,"CC(C)SC(C)C","1"
"HMDB0031431","Dipropyl sulfide","HMDB0031431","8118",NA,"CCCSCCC","1"
"HMDB0039806","1-Hexanethiol","HMDB0039806","8106",NA,"CCCCCCS","1"
"C01871","NA","NA","NA","NA","NA","0"
"C08383","NA","NA","NA","NA","NA","0"
"HMDB0031473","1,3-Dithiane","HMDB0031473","10451",NA,"C1CSCSC1","1"
"HMDB0031474","1,4-Dithiane","HMDB0031474","10452","C01871","C1CSCCS1","1"
"HMDB0033052","Ethyl vinyl disulfide","HMDB0033052","15648868",NA,"CCSSC=C","1"
"HMDB0036179","2-Methyl-1,3-dithiolane","HMDB0036179","21828",NA,"CC1SCCS1","1"
"HMDB0040250","xi-Tetrahydro-2-thiophenethiol","HMDB0040250","526191",NA,"SC1CCCS1","1"
"HMDB0041389","Methyl 2-propenyl disulfide","HMDB0041389","62434","C08383","CSSCC=C","1"
"HMDB0041391","(E)-Methyl 1-propenyl disulfide","HMDB0041391","6164465",NA,"CSS\C=C/C","1"
"CHEBI:47845","NA","NA","NA","NA","NA","0"
"CHEBI:540","NA","NA","NA","NA","NA","0"
"CHEBI:6854","NA","NA","NA","NA","NA","0"
"C01796","NA","NA","NA","NA","NA","0"
"C02022","NA","NA","NA","NA","NA","0"
"C02045","NA","NA","NA","NA","NA","0"
"C06463","NA","NA","NA","NA","NA","0"
"HMDB0000337","(S)-3,4-Dihydroxybutyric acid","HMDB0000337","150929",NA,"OCC(O)CC(O)=O","1"
"HMDB0000360","2,4-Dihydroxybutanoic acid","HMDB0000360","192742",NA,"OCCC(O)C(O)=O","1"
"HMDB0000498","4-Deoxyerythronic acid","HMDB0000498","13120901",NA,"C[C@@H](O)[C@@H](O)C(O)=O","1"
"HMDB0002453","4-Deoxythreonic acid","HMDB0002453","10964471",NA,"C[C@@H](O)[C@H](O)C(O)=O","1"
"HMDB0002601","A,b-Dihydroxyisobutyric acid","HMDB0002601","560781",NA,"CC(O)(CO)C(O)=O","1"
"HMDB0002649","Erythrose","HMDB0002649","439574","C01796","[H][C@@]1(O)COC([H])(O)[C@]1([H])O","1"
"HMDB0006118","NA","NA","NA","NA","NA","0"
"HMDB0006293","L-Erythrulose","HMDB0006293","5460032","C02045","OC[C@H](O)C(=O)CO","1"
"CHEBI:16023","NA","NA","NA","NA","NA","0"
"CHEBI:21288","NA","NA","NA","NA","NA","0"
"CHEBI:21405","NA","NA","NA","NA","NA","0"
"CHEBI:23956","NA","NA","NA","NA","NA","0"
"CHEBI:23958","NA","NA","NA","NA","NA","0"
"CHEBI:27904","NA","NA","NA","NA","NA","0"
"CHEBI:27913","NA","NA","NA","NA","NA","0"
"CHEBI:28587","NA","NA","NA","NA","NA","0"
"CHEBI:36532","NA","NA","NA","NA","NA","0"
"CHEBI:86347","NA","NA","NA","NA","NA","0"
"CHEBI:86348","NA","NA","NA","NA","NA","0"
"CHEBI:86371","NA","NA","NA","NA","NA","0"
"CHEBI:86391","NA","NA","NA","NA","NA","0"
"C00097","NA","NA","NA","NA","NA","0"
"C00736","NA","NA","NA","NA","NA","0"
"C00793","NA","NA","NA","NA","NA","0"
"HMDB0000574","L-Cysteine","HMDB0000574","5862","C00097","N[C@@H](CS)C(O)=O","1"
"HMDB0003417","D-Cysteine","HMDB0003417","92851","C00793","N[C@H](CS)C(O)=O","1"
"CHEBI:15356","NA","NA","NA","NA","NA","0"
"CHEBI:16375","NA","NA","NA","NA","NA","0"
"CHEBI:17561","NA","NA","NA","NA","NA","0"
"CHEBI:35235","NA","NA","NA","NA","NA","0"
"CHEBI:35236","NA","NA","NA","NA","NA","0"
"CHEBI:35237","NA","NA","NA","NA","NA","0"
"C09815","NA","NA","NA","NA","NA","0"
"HMDB0004461","Benzamide","HMDB0004461","2331","C09815","NC(=O)C1=CC=CC=C1","1"
"HMDB0033131","3-Acetylpyridine","HMDB0033131","9589",NA,"CC(=O)C1=CN=CC=C1","1"
"HMDB0035281","2-Acetylpyridine","HMDB0035281","14286",NA,"CC(=O)C1=CC=CC=N1","1"
"CHEBI:28179","NA","NA","NA","NA","NA","0"
"CHEBI:42416","NA","NA","NA","NA","NA","0"
"CHEBI:50520","NA","NA","NA","NA","NA","0"
"CHEBI:55426","NA","NA","NA","NA","NA","0"
"C00253","NA","NA","NA","NA","NA","0"
"C06813","NA","NA","NA","NA","NA","0"
"C07446","NA","NA","NA","NA","NA","0"
"C10164","NA","NA","NA","NA","NA","0"
"HMDB0001488","Nicotinic acid","HMDB0001488","938","C00253","OC(=O)C1=CN=CC=C1","1"
"HMDB0002243","Picolinic acid","HMDB0002243","1018","C10164","OC(=O)C1=CC=CC=N1","1"
"HMDB0031713","2-Hydroxy-4-imino-2,5-cyclohexadienone","HMDB0031713",NA,NA,"OC1=CC(=N)C=CC1=O","1"
"HMDB0041950","Nitrobenzene","HMDB0041950","7416","C06813","O=N(=O)C1=CC=CC=C1","1"
"HMDB0060665","Isonicotinic acid","HMDB0060665","5922","C07446","OC(=O)C1=CC=NC=C1","1"
"CHEBI:15940","NA","NA","NA","NA","NA","0"
"CHEBI:27798","NA","NA","NA","NA","NA","0"
"CHEBI:28747","NA","NA","NA","NA","NA","0"
"CHEBI:6032","NA","NA","NA","NA","NA","0"
"C05123","NA","NA","NA","NA","NA","0"
"C19177","NA","NA","NA","NA","NA","0"
"HMDB0003903","2-Hydroxyethanesulfonate","HMDB0003903","7866","C05123","OCCS(O)(=O)=O","1"
"HMDB0031233","Ethyl hydrogen sulfate","HMDB0031233","6004",NA,"CCOS(O)(=O)=O","1"
"CHEBI:1157","NA","NA","NA","NA","NA","0"
"CHEBI:59050","NA","NA","NA","NA","NA","0"
"C00178","NA","NA","NA","NA","NA","0"
"C02835","NA","NA","NA","NA","NA","0"
"HMDB0000262","Thymine","HMDB0000262","1135","C00178","CC1=CNC(=O)NC1=O","1"
"HMDB0002024","Imidazoleacetic acid","HMDB0002024","96215","C02835","OC(=O)CC1=CN=CN1","1"
"HMDB0029736","1H-Imidazole-1-acetic acid","HMDB0029736","656129",NA,"OC(=O)CN1C=CN=C1","1"
"HMDB0060261","NA","NA","NA","NA","NA","0"
"CHEBI:16974","NA","NA","NA","NA","NA","0"
"CHEBI:17821","NA","NA","NA","NA","NA","0"
"CHEBI:43615","NA","NA","NA","NA","NA","0"
"CHEBI:69445","NA","NA","NA","NA","NA","0"
"CHEBI:70801","NA","NA","NA","NA","NA","0"
"CHEBI:70804","NA","NA","NA","NA","NA","0"
"CHEBI:70806","NA","NA","NA","NA","NA","0"
"CHEBI:74732","NA","NA","NA","NA","NA","0"
"CHEBI:74733","NA","NA","NA","NA","NA","0"
"CHEBI:74737","NA","NA","NA","NA","NA","0"
"CHEBI:74738","NA","NA","NA","NA","NA","0"
"CHEBI:74739","NA","NA","NA","NA","NA","0"
"CHEBI:74740","NA","NA","NA","NA","NA","0"
"CHEBI:74741","NA","NA","NA","NA","NA","0"
"CHEBI:74742","NA","NA","NA","NA","NA","0"
"CHEBI:74743","NA","NA","NA","NA","NA","0"
"CHEBI:74745","NA","NA","NA","NA","NA","0"
"CHEBI:74747","NA","NA","NA","NA","NA","0"
"C08487","NA","NA","NA","NA","NA","0"
"C09822","NA","NA","NA","NA","NA","0"
"C10921","NA","NA","NA","NA","NA","0"
"C10976","NA","NA","NA","NA","NA","0"
"C11950","NA","NA","NA","NA","NA","0"
"C13714","NA","NA","NA","NA","NA","0"
"C13717","NA","NA","NA","NA","NA","0"
"HMDB0029165","1,3-Diacetylpropane","HMDB0029165","100532",NA,"CC(=O)CCCC(C)=O","1"
"HMDB0029314","Isopentenyl acetate","HMDB0029314","14489",NA,"CC(C)=CCOC(C)=O","1"
"HMDB0030330","1-Methoxy-3-methylene-2-pentanone","HMDB0030330","13932051",NA,"CCC(=C)C(=O)COC","1"
"HMDB0031174","4-Methyl-5-hexanolide","HMDB0031174","544628",NA,"CC1CCC(=O)OC1C","1"
"HMDB0031342","Cyclohexanecarboxylic acid","HMDB0031342","7413","C09822","OC(=O)C1CCCCC1","1"
"HMDB0031351","Cyclohexyl formate","HMDB0031351","20358",NA,"O=COC1CCCCC1","1"
"HMDB0031476","2,3-Heptanedione","HMDB0031476","60983",NA,"CCCCC(=O)C(C)=O","1"
"HMDB0031477","3,4-Heptanedione","HMDB0031477","83671",NA,"CCCC(=O)C(=O)CC","1"
"HMDB0031484","2-Heptenoic acid","HMDB0031484","5282709",NA,"CCCC\C=C\C(O)=O","1"
"HMDB0031500","Methyl 2E-hexenoate","HMDB0031500","5364409",NA,"CCC\C=C\C(=O)OC","1"
"HMDB0031504","Methyl (Z)-3-hexenoate","HMDB0031504","5362819",NA,"CC\C=C/CC(=O)OC","1"
"HMDB0031593","5-Methyl-2,3-hexanedione","HMDB0031593","26204",NA,"CC(C)CC(=O)C(C)=O","1"
"HMDB0031603","Ethyl 4-pentenoate","HMDB0031603","74786",NA,"CCOC(=O)CCC=C","1"
"HMDB0031681","Dihydro-5-propyl-2(3H)-furanone","HMDB0031681","7742",NA,"CCCC1CCC(=O)O1","1"
"HMDB0032391","3-Methyl-3-butenyl acetate","HMDB0032391","78879",NA,"CC(=C)CCOC(C)=O","1"
"HMDB0032460","4-Pentenyl acetate","HMDB0032460","74096",NA,"CC(=O)OCCCC=C","1"
"HMDB0033793","4-Heptenoic acid","HMDB0033793","5312595",NA,"CC\C=C/CCC(O)=O","1"
"HMDB0038271","2-Hexenyl formate","HMDB0038271","5352972",NA,"CCC\C=C\COC=O","1"
"HMDB0038962","Ethyl tiglate","HMDB0038962","5281163","C08487","CCOC(=O)C(\C)=C\C","1"
"HMDB0039819","2,4-Dimethyl-2-pentenoic acid","HMDB0039819","5362565",NA,"CC(C)\C=C(/C)C(O)=O","1"
"HMDB0040214","cis-3-Hexenyl formate","HMDB0040214","5365587",NA,"CC\C=C/CCOC=O","1"
"HMDB0040591","Allyl butyrate","HMDB0040591","16324",NA,"CCCC(=O)OCC=C","1"
"HMDB0059876","NA","NA","NA","NA","NA","0"
"CHEBI:3245","NA","NA","NA","NA","NA","0"
"CHEBI:36096","NA","NA","NA","NA","NA","0"
"CHEBI:36152","NA","NA","NA","NA","NA","0"
"CHEBI:38363","NA","NA","NA","NA","NA","0"
"CHEBI:38364","NA","NA","NA","NA","NA","0"
"CHEBI:38365","NA","NA","NA","NA","NA","0"
"CHEBI:41476","NA","NA","NA","NA","NA","0"
"CHEBI:663","NA","NA","NA","NA","NA","0"
"CHEBI:87515","NA","NA","NA","NA","NA","0"
"C01877","NA","NA","NA","NA","NA","0"
"C01879","NA","NA","NA","NA","NA","0"
"C02237","NA","NA","NA","NA","NA","0"
"C04281","NA","NA","NA","NA","NA","0"
"C04282","NA","NA","NA","NA","NA","0"
"HMDB0000267","Pyroglutamic acid","HMDB0000267","7405","C01879","OC(=O)[C@@H]1CCC(=O)N1","1"
"HMDB0000805","NA","NA","NA","NA","NA","0"
"HMDB0001369","Pyrroline hydroxycarboxylic acid","HMDB0001369","1059","C04281","OC1CC(N=C1)C(O)=O","1"
"HMDB0001843","N-Acryloylglycine","HMDB0001843","100321",NA,"OC(=O)CNC(=O)C=C","1"
"HMDB0002234","1-Pyrroline-4-hydroxy-2-carboxylate","HMDB0002234","440282","C04282","OC1CN=C(C1)C(O)=O","1"
"HMDB0060262","NA","NA","NA","NA","NA","0"
"HMDB0061093","dimethadione","HMDB0061093","3081",NA,"CC1(C)OC(=O)N=C1O","1"
"HMDB0062585","NA","NA","NA","NA","NA","0"
"CHEBI:16010","NA","NA","NA","NA","NA","0"
"CHEBI:16352","NA","NA","NA","NA","NA","0"
"CHEBI:16821","NA","NA","NA","NA","NA","0"
"CHEBI:16924","NA","NA","NA","NA","NA","0"
"CHEBI:18183","NA","NA","NA","NA","NA","0"
"CHEBI:27391","NA","NA","NA","NA","NA","0"
"CHEBI:29972","NA","NA","NA","NA","NA","0"
"CHEBI:32483","NA","NA","NA","NA","NA","0"
"CHEBI:37005","NA","NA","NA","NA","NA","0"
"CHEBI:37011","NA","NA","NA","NA","NA","0"
"CHEBI:48096","NA","NA","NA","NA","NA","0"
"CHEBI:6151","NA","NA","NA","NA","NA","0"
"CHEBI:77656","NA","NA","NA","NA","NA","0"
"CHEBI:84813","NA","NA","NA","NA","NA","0"
"CHEBI:88149","NA","NA","NA","NA","NA","0"
"CHEBI:90598","NA","NA","NA","NA","NA","0"
"C00433","NA","NA","NA","NA","NA","0"
"C00490","NA","NA","NA","NA","NA","0"
"C01732","NA","NA","NA","NA","NA","0"
"C02132","NA","NA","NA","NA","NA","0"
"C02214","NA","NA","NA","NA","NA","0"
"C02226","NA","NA","NA","NA","NA","0"
"C02800","NA","NA","NA","NA","NA","0"
"HMDB0000620","Glutaconic acid","HMDB0000620","5280498","C02214","OC(=O)C\C=C\C(O)=O","1"
"HMDB0000634","Citraconic acid","HMDB0000634","643798","C02226","C\C(=C\C(O)=O)C(O)=O","1"
"HMDB0000749","Mesaconic acid","HMDB0000749","638129","C01732","C\C(=C/C(O)=O)C(O)=O","1"
"HMDB0001657","NA","NA","NA","NA","NA","0"
"HMDB0002092","Itaconic acid","HMDB0002092","811","C00490","OC(=O)CC(=C)C(O)=O","1"
"HMDB0013233","Gamma-delta-Dioxovaleric acid","HMDB0013233","119412","C02800","OC(=O)CCC(=O)C=O","1"
"HMDB0033809","Methyl hydrogen fumarate","HMDB0033809","5354456",NA,"COC(=O)\C=C/C(O)=O","1"
"HMDB0059743","2-Hydroxyglutaric acid lactone","HMDB0059743","251524",NA,"OC(=O)C1CCC(=O)O1","1"
"HMDB0060365","2,5-Dioxopentanoate","HMDB0060365","523","C00433","OC(=O)C(=O)CCC=O","1"
"HMDB0061185","NA","NA","NA","NA","NA","0"
"CHEBI:15670","NA","NA","NA","NA","NA","0"
"CHEBI:16600","NA","NA","NA","NA","NA","0"
"CHEBI:17204","NA","NA","NA","NA","NA","0"
"CHEBI:17415","NA","NA","NA","NA","NA","0"
"CHEBI:17626","NA","NA","NA","NA","NA","0"
"CHEBI:2424","NA","NA","NA","NA","NA","0"
"CHEBI:24309","NA","NA","NA","NA","NA","0"
"CHEBI:30838","NA","NA","NA","NA","NA","0"
"CHEBI:30921","NA","NA","NA","NA","NA","0"
"CHEBI:50429","NA","NA","NA","NA","NA","0"
"CHEBI:73677","NA","NA","NA","NA","NA","0"
"CHEBI:74524","NA","NA","NA","NA","NA","0"
"HMDB0031370","2-[(Methylthio)methyl]-2-butenal","HMDB0031370","57501028",NA,"CSC\C(=C\C)C=O","1"
"HMDB0037493","S-2-Propenyl propanethioate","HMDB0037493","61995",NA,"CCC(=O)SCC=C","1"
"HMDB0040238","2-Ethyldihydro-3(2H)-thiophenone","HMDB0040238","530401",NA,"CCC1SCCC1=O","1"
"C00233","NA","NA","NA","NA","NA","0"
"C00671","NA","NA","NA","NA","NA","0"
"C00902","NA","NA","NA","NA","NA","0"
"C01012","NA","NA","NA","NA","NA","0"
"C02122","NA","NA","NA","NA","NA","0"
"C02129","NA","NA","NA","NA","NA","0"
"C03241","NA","NA","NA","NA","NA","0"
"C03465","NA","NA","NA","NA","NA","0"
"C03467","NA","NA","NA","NA","NA","0"
"C03500","NA","NA","NA","NA","NA","0"
"C06008","NA","NA","NA","NA","NA","0"
"C06102","NA","NA","NA","NA","NA","0"
"C12314","NA","NA","NA","NA","NA","0"
"C14530","NA","NA","NA","NA","NA","0"
"HMDB0000408","2-Methyl-3-ketovaleric acid","HMDB0000408","189028",NA,"CCC(=O)C(C)C(O)=O","1"
"HMDB0000491","3-Methyl-2-oxovaleric acid","HMDB0000491","439286","C00671","CC[C@H](C)C(=O)C(O)=O","1"
"HMDB0000695","Ketoleucine","HMDB0000695","70","C00233","CC(C)CC(=O)C(O)=O","1"
"HMDB0000762","NA","NA","NA","NA","NA","0"
"HMDB0001864","2-Ketohexanoic acid","HMDB0001864","159664","C00902","CCCCC(=O)C(O)=O","1"
"HMDB0001962","NA","NA","NA","NA","NA","0"
"HMDB0002254","NA","NA","NA","NA","NA","0"
"HMDB0003736","NA","NA","NA","NA","NA","0"
"HMDB0004750","NA","NA","NA","NA","NA","0"
"HMDB0006024","Mevalonolactone","HMDB0006024","5325923",NA,"C[C@]1(O)CCOC(=O)C1","1"
"HMDB0010717","3-Oxohexanoic acid","HMDB0010717","439658","C02122","CCCC(=O)CC(O)=O","1"
"HMDB0011647","NA","NA","NA","NA","NA","0"
"HMDB0012882","Adipate semialdehyde","HMDB0012882","440918","C06102","OC(=O)CCCCC=O","1"
"HMDB0031214","5-Ethoxy-4,5-dihydro-2(3H)furanone","HMDB0031214","356063",NA,"CCOC1CCC(=O)O1","1"
"HMDB0031216","Ethyl acetoacetate","HMDB0031216","8868","C03500","CCOC(=O)CC(C)=O","1"
"HMDB0031218","NA","NA","NA","NA","NA","0"
"HMDB0033286","Sherry lactone","HMDB0033286","100900",NA,"CC(O)C1CCC(=O)O1","1"
"HMDB0033302","(4S,6S)-3,4,5,6-Tetrahydro-4-hydroxy-6-methyl-2H-pyran-2-one","HMDB0033302","241025",NA,"CC1CC(O)CC(=O)O1","1"
"HMDB0033698","Acetoin acetate","HMDB0033698","521246",NA,"CC(OC(C)=O)C(C)=O","1"
"HMDB0041602","Methyl levulinate","HMDB0041602","69354",NA,"COC(=O)CCC(C)=O","1"
"HMDB0061881","4-Acetylbutyrate","HMDB0061881","18407","C02129","CC(=O)CCCC(O)=O","1"
"CHEBI:15614","NA","NA","NA","NA","NA","0"
"CHEBI:15888","NA","NA","NA","NA","NA","0"
"CHEBI:16719","NA","NA","NA","NA","NA","0"
"CHEBI:17075","NA","NA","NA","NA","NA","0"
"CHEBI:17308","NA","NA","NA","NA","NA","0"
"CHEBI:2490","NA","NA","NA","NA","NA","0"
"CHEBI:28379","NA","NA","NA","NA","NA","0"
"CHEBI:28422","NA","NA","NA","NA","NA","0"
"CHEBI:29024","NA","NA","NA","NA","NA","0"
"CHEBI:31046","NA","NA","NA","NA","NA","0"
"CHEBI:34288","NA","NA","NA","NA","NA","0"
"CHEBI:35932","NA","NA","NA","NA","NA","0"
"CHEBI:48430","NA","NA","NA","NA","NA","0"
"CHEBI:49293","NA","NA","NA","NA","NA","0"
"CHEBI:86365","NA","NA","NA","NA","NA","0"
"CHEBI:87282","NA","NA","NA","NA","NA","0"
"CHEBI:87296","NA","NA","NA","NA","NA","0"
"CHEBI:87307","NA","NA","NA","NA","NA","0"
"CHEBI:87390","NA","NA","NA","NA","NA","0"
"C10140","NA","NA","NA","NA","NA","0"
"C19780","NA","NA","NA","NA","NA","0"
"C19783","NA","NA","NA","NA","NA","0"
"HMDB0029396","L-cis-3-Amino-2-pyrrolidinecarboxylic acid","HMDB0029396","21998160",NA,"NC1CCNC1C(O)=O","1"
"HMDB0030405","D-1-Amino-2-pyrrolidinecarboxylic acid","HMDB0030405","273022",NA,"NN1CCCC1C(O)=O","1"
"CHEBI:41221","NA","NA","NA","NA","NA","0"
"CHEBI:55357","NA","NA","NA","NA","NA","0"
"CHEBI:55392","NA","NA","NA","NA","NA","0"
"CHEBI:58917","NA","NA","NA","NA","NA","0"
"CHEBI:58920","NA","NA","NA","NA","NA","0"
"CHEBI:64722","NA","NA","NA","NA","NA","0"
"CHEBI:74101","NA","NA","NA","NA","NA","0"
"C00430","NA","NA","NA","NA","NA","0"
"C01015","NA","NA","NA","NA","NA","0"
"C01073","NA","NA","NA","NA","NA","0"
"C01110","NA","NA","NA","NA","NA","0"
"C01157","NA","NA","NA","NA","NA","0"
"C01165","NA","NA","NA","NA","NA","0"
"C03341","NA","NA","NA","NA","NA","0"
"C03440","NA","NA","NA","NA","NA","0"
"C03651","NA","NA","NA","NA","NA","0"
"C03741","NA","NA","NA","NA","NA","0"
"C04397","NA","NA","NA","NA","NA","0"
"C05147","NA","NA","NA","NA","NA","0"
"C19706","NA","NA","NA","NA","NA","0"
"HMDB0000725","4-Hydroxyproline","HMDB0000725","5810","C01157","O[C@H]1CN[C@@H](C1)C(O)=O","1"
"HMDB0000766","N-Acetyl-L-alanine","HMDB0000766","88064",NA,"C[C@H](NC(C)=O)C(O)=O","1"
"HMDB0000783","Propionylglycine","HMDB0000783","98681",NA,"CCC(=O)NCC(O)=O","1"
"HMDB0001149","5-Aminolevulinic acid","HMDB0001149","137","C00430","NCC(=O)CCC(O)=O","1"
"HMDB0002104","L-Glutamic gamma-semialdehyde","HMDB0002104","193305","C01165","N[C@@H](CCC=O)C(O)=O","1"
"HMDB0002113","3-Hydroxy-L-proline","HMDB0002113","11137200","C04397","O[C@H]1CCN[C@H]1C(O)=O","1"
"HMDB0006055","NA","NA","NA","NA","NA","0"
"HMDB0006272","5-Amino-2-oxopentanoic acid","HMDB0006272","439402","C01110","NCCCC(=O)C(O)=O","1"
"HMDB0036576","NA","NA","NA","NA","NA","0"
"HMDB0059659","Trans-3-hydroxy-L-proline","HMDB0059659","440575","C05147","[H][C@]1(O)CCN[C@]1([H])C(O)=O","1"
"HMDB0060460","cis-4-Hydroxy-D-proline","HMDB0060460","440014","C03440","O[C@H]1CN[C@H](C1)C(O)=O","1"
"HMDB0061880","N-Acetyl-beta-alanine","HMDB0061880","76406","C01073","CC(=O)NCCC(O)=O","1"
"HMDB0240251","NA","NA","NA","NA","NA","0"
"CHEBI:15757","NA","NA","NA","NA","NA","0"
"CHEBI:15914","NA","NA","NA","NA","NA","0"
"CHEBI:16231","NA","NA","NA","NA","NA","0"
"CHEBI:16682","NA","NA","NA","NA","NA","0"
"CHEBI:16889","NA","NA","NA","NA","NA","0"
"CHEBI:17232","NA","NA","NA","NA","NA","0"
"CHEBI:17549","NA","NA","NA","NA","NA","0"
"CHEBI:18095","NA","NA","NA","NA","NA","0"
"CHEBI:18240","NA","NA","NA","NA","NA","0"
"CHEBI:20056","NA","NA","NA","NA","NA","0"
"CHEBI:20392","NA","NA","NA","NA","NA","0"
"CHEBI:24326","NA","NA","NA","NA","NA","0"
